Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20181004T102738_20181004T102806_023985_029EBE_5E53,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181004T102738_20181004T102806_023985_029EBE_5E53.zip,S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C.zip,21,24
S1A_IW_SLC__1SDV_20181004T102738_20181004T102806_023985_029EBE_5E53,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181004T102738_20181004T102806_023985_029EBE_5E53.zip,S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274.zip,62,36
S1A_IW_SLC__1SDV_20181016T102739_20181016T102807_024160_02A470_270F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181016T102739_20181016T102807_024160_02A470_270F.zip,S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C.zip,95,12
S1A_IW_SLC__1SDV_20181016T102739_20181016T102807_024160_02A470_270F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181016T102739_20181016T102807_024160_02A470_270F.zip,S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274.zip,178,24
S1A_IW_SLC__1SDV_20181016T102739_20181016T102807_024160_02A470_270F,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181016T102739_20181016T102807_024160_02A470_270F.zip,S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0.zip,176,36
S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C.zip,S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274.zip,83,12
S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C.zip,S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0.zip,81,24
S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181028T102739_20181028T102807_024335_02AA14_F26C.zip,S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461.zip,44,36
S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274.zip,S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0.zip,2,12
S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274.zip,S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461.zip,39,24
S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181109T102739_20181109T102806_024510_02B042_0274.zip,S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3.zip,31,36
S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0.zip,S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461.zip,37,12
S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0.zip,S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3.zip,29,24
S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181121T102738_20181121T102806_024685_02B6B3_4AC0.zip,S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5.zip,125,36
S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461.zip,S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3.zip,8,12
S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461.zip,S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5.zip,88,24
S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181203T102738_20181203T102806_024860_02BCCF_7461.zip,S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316.zip,21,36
S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3.zip,S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5.zip,96,12
S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3.zip,S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316.zip,13,24
S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181215T102737_20181215T102805_025035_02C2F4_A5A3.zip,S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886.zip,11,36
S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5.zip,S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316.zip,109,12
S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5.zip,S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886.zip,85,24
S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20181227T102737_20181227T102805_025210_02C94A_40A5.zip,S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40.zip,78,36
S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316.zip,S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886.zip,24,12
S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316.zip,S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40.zip,31,24
S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190108T102736_20190108T102804_025385_02CF9D_3316.zip,S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3.zip,50,36
S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886.zip,S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40.zip,7,12
S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886.zip,S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3.zip,26,24
S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190120T102736_20190120T102804_025560_02D5F6_2886.zip,S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E.zip,86,36
S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40.zip,S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3.zip,19,12
S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40.zip,S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E.zip,79,24
S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190201T102736_20190201T102804_025735_02DC57_BE40.zip,S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85.zip,76,36
S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3.zip,S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E.zip,60,12
S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3.zip,S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85.zip,57,24
S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190213T102735_20190213T102803_025910_02E286_20D3.zip,S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973.zip,13,36
S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E.zip,S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85.zip,3,12
S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E.zip,S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973.zip,47,24
S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190225T102735_20190225T102803_026085_02E8CE_ED7E.zip,S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333.zip,18,36
S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85.zip,S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973.zip,44,12
S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85.zip,S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333.zip,15,24
S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190309T102735_20190309T102803_026260_02EF1D_2C85.zip,S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82.zip,23,36
S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973.zip,S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333.zip,29,12
S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973.zip,S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82.zip,21,24
S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190321T102736_20190321T102803_026435_02F58D_C973.zip,S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04.zip,129,36
S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333.zip,S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82.zip,8,12
S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333.zip,S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04.zip,100,24
S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190402T102736_20190402T102804_026610_02FC04_6333.zip,S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D.zip,108,36
S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82.zip,S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04.zip,108,12
S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82.zip,S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D.zip,100,24
S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190414T102736_20190414T102804_026785_03026A_BC82.zip,S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595.zip,40,36
S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04.zip,S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D.zip,208,12
S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04.zip,S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595.zip,148,24
S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190426T102737_20190426T102805_026960_0308BB_9F04.zip,S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF.zip,111,36
S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D.zip,S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595.zip,60,12
S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D.zip,S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF.zip,97,24
S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190508T102737_20190508T102805_027135_030EFE_DD8D.zip,S1A_IW_SLC__1SDV_20190613T102739_20190613T102807_027660_031F3A_A562,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190613T102739_20190613T102807_027660_031F3A_A562.zip,8,36
S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595.zip,S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF.zip,37,12
S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595.zip,S1A_IW_SLC__1SDV_20190613T102739_20190613T102807_027660_031F3A_A562,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190613T102739_20190613T102807_027660_031F3A_A562.zip,52,24
S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190520T102738_20190520T102806_027310_031476_7595.zip,S1A_IW_SLC__1SDV_20190625T102740_20190625T102808_027835_032471_6BEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190625T102740_20190625T102808_027835_032471_6BEE.zip,28,36
S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF.zip,S1A_IW_SLC__1SDV_20190613T102739_20190613T102807_027660_031F3A_A562,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190613T102739_20190613T102807_027660_031F3A_A562.zip,89,12
S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190601T102738_20190601T102806_027485_0319E8_64AF.zip,S1A_IW_SLC__1SDV_20190625T102740_20190625T102808_027835_032471_6BEE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20190625T102740_20190625T102808_027835_032471_6BEE.zip,9,24
